frame_num,action_label,hand_state,obj_state
0,idle,unoccupied,N/A
1,idle,unoccupied,N/A
2,idle,unoccupied,N/A
3,idle,unoccupied,N/A
4,idle,unoccupied,N/A
5,idle,unoccupied,N/A
6,idle,unoccupied,N/A
7,idle,unoccupied,N/A
8,idle,unoccupied,N/A
9,idle,unoccupied,N/A
10,idle,unoccupied,N/A
11,idle,unoccupied,N/A
12,idle,unoccupied,N/A
13,idle,unoccupied,N/A
14,idle,unoccupied,N/A
15,idle,unoccupied,N/A
16,idle,unoccupied,N/A
17,idle,unoccupied,N/A
18,idle,unoccupied,N/A
19,idle,unoccupied,N/A
20,idle,unoccupied,N/A
21,idle,unoccupied,N/A
22,idle,unoccupied,N/A
23,idle,unoccupied,N/A
24,idle,unoccupied,N/A
25,idle,unoccupied,N/A
26,idle,unoccupied,N/A
27,idle,unoccupied,N/A
28,idle,unoccupied,N/A
29,idle,unoccupied,N/A
30,idle,unoccupied,N/A
31,idle,unoccupied,N/A
32,idle,unoccupied,N/A
33,idle,unoccupied,N/A
34,idle,unoccupied,N/A
35,idle,unoccupied,N/A
36,idle,unoccupied,N/A
37,idle,unoccupied,N/A
38,idle,unoccupied,N/A
39,idle,unoccupied,N/A
40,idle,unoccupied,N/A
41,idle,unoccupied,N/A
42,idle,unoccupied,N/A
43,idle,unoccupied,N/A
44,idle,unoccupied,N/A
45,idle,unoccupied,N/A
46,idle,unoccupied,N/A
47,idle,unoccupied,N/A
48,idle,unoccupied,N/A
49,idle,unoccupied,N/A
50,idle,unoccupied,N/A
51,idle,unoccupied,N/A
52,idle,unoccupied,N/A
53,idle,unoccupied,N/A
54,idle,unoccupied,N/A
55,idle,unoccupied,N/A
56,idle,unoccupied,N/A
57,idle,unoccupied,N/A
58,idle,unoccupied,N/A
59,idle,unoccupied,N/A
60,idle,unoccupied,N/A
61,idle,unoccupied,N/A
62,idle,unoccupied,N/A
63,idle,unoccupied,N/A
64,idle,unoccupied,N/A
65,move hand,unoccupied,N/A
66,move hand,unoccupied,N/A
67,move hand,unoccupied,N/A
68,move hand,unoccupied,N/A
69,move hand,unoccupied,N/A
70,move hand,unoccupied,N/A
71,move hand,unoccupied,N/A
72,move hand,unoccupied,N/A
73,move hand,unoccupied,N/A
74,move hand,unoccupied,N/A
75,move hand,unoccupied,N/A
76,move hand,unoccupied,N/A
77,move hand,unoccupied,N/A
78,move hand,unoccupied,N/A
79,move hand,unoccupied,N/A
80,move hand,unoccupied,N/A
81,move hand,unoccupied,N/A
82,move hand,unoccupied,N/A
83,move hand,unoccupied,N/A
84,move hand,unoccupied,N/A
85,move hand,unoccupied,N/A
86,move hand,unoccupied,N/A
87,move hand,unoccupied,N/A
88,move hand,unoccupied,N/A
89,move hand,unoccupied,N/A
